 Sample   Time     Commanded Pos   Encoder 1 Pos   Encoder 2 Pos   Control Effort

[    0    0.000               0               0               0          0.0000;
     1    0.009               0               0               0          0.0000;
     2    0.018               0               0               0          0.0000;
     3    0.027               0               0               0          0.0000;
     4    0.035               0               0               0          0.0000;
     5    0.044               0               0               0          0.0000;
     6    0.053               0               0               0          0.0000;
     7    0.062               0               0               0          0.0000;
     8    0.071               0               0               0          0.0000;
     9    0.080               0               0               0          0.0000;
    10    0.089               0               0               0          0.0000;
    11    0.097               0               0               0          0.0000;
    12    0.106               0               0               0          0.0000;
    13    0.115               0               0               0          0.0000;
    14    0.124               0               0               0          0.0000;
    15    0.133               0               0               0          0.0000;
    16    0.142               0               0               0          0.0000;
    17    0.151               0               0               0          0.0000;
    18    0.159               0               0               0          0.0000;
    19    0.168               0               0               0          0.0000;
    20    0.177               0               0               0          0.0000;
    21    0.186               0               0               0          0.0000;
    22    0.195               0               0               0          0.0000;
    23    0.204               0               0               0          0.0000;
    24    0.213               0               0               0          0.0000;
    25    0.221               0               0               0          0.0000;
    26    0.230               0               0               0          0.0000;
    27    0.239               0               0               0          0.0000;
    28    0.248               0               0               0          0.0000;
    29    0.257               0               0               0          0.0000;
    30    0.266               0               0               0          0.0000;
    31    0.274               0               0               0          0.0000;
    32    0.283               0               0               0          0.0000;
    33    0.292               0               0               0          0.0000;
    34    0.301               0               0               0          0.0000;
    35    0.310               0               0               0          0.0000;
    36    0.319               0               0               0          0.0000;
    37    0.328               0               0               0          0.0000;
    38    0.336               0               0               0          0.0000;
    39    0.345               0               0               0          0.0000;
    40    0.354               0               0               0          0.0000;
    41    0.363               0               0               0          0.0000;
    42    0.372               0               0               0          0.0000;
    43    0.381               0               0               0          0.0000;
    44    0.390               0               0               0          0.0000;
    45    0.398               0               0               0          0.0000;
    46    0.407               0               0               0          0.0000;
    47    0.416               0               0               0          0.0000;
    48    0.425               0               0               0          0.0000;
    49    0.434               0               0               0          0.0018;
    50    0.443               0               0               0          0.0000;
    51    0.452               0               0               0          0.0000;
    52    0.460               0               0               0          0.0000;
    53    0.469               0               0               0          0.0000;
    54    0.478               0               0               0          0.0000;
    55    0.487               0               0               0          0.0000;
    56    0.496               0               0               0          0.0000;
    57    0.505               0               0               0          0.0000;
    58    0.514               0               0               0          0.0018;
    59    0.522               0               0               0          0.0000;
    60    0.531               0               0               0          0.0000;
    61    0.540               0               0               0          0.0000;
    62    0.549               0               0               0          0.0000;
    63    0.558               0               0               0          0.0000;
    64    0.567               0               0               0          0.0000;
    65    0.576               0               0               0          0.0000;
    66    0.584               0               0               0          0.0000;
    67    0.593               0               0               0          0.0000;
    68    0.602               0               0               0          0.0000;
    69    0.611               0               0               0          0.0000;
    70    0.620               0               0               0          0.0000;
    71    0.629               0               0               0          0.0024;
    72    0.638               0               0               0          0.0000;
    73    0.646               0               0               0          0.0000;
    74    0.655               0               0               0          0.0024;
    75    0.664               0               0               0          0.0006;
    76    0.673               0               0               0          0.0006;
    77    0.682               0               0               0          0.0006;
    78    0.691               0               0               0          0.0006;
    79    0.699               1               0               0          0.0006;
    80    0.708               1               0               0          0.0006;
    81    0.717               1               0               0          0.0024;
    82    0.726               1               0               0          0.0006;
    83    0.735               1               0               0          0.0006;
    84    0.744               1               0               0          0.0006;
    85    0.753               1               0               0          0.0012;
    86    0.761               1               0               0          0.0031;
    87    0.770               1               0               0          0.0012;
    88    0.779               1               0               0          0.0012;
    89    0.788               1               0               0          0.0031;
    90    0.797               1               0               0          0.0037;
    91    0.806               1               0               0          0.0012;
    92    0.815               1               0               0          0.0018;
    93    0.823               1               0               0          0.0018;
    94    0.832               1               0               0          0.0018;
    95    0.841               1               0               0          0.0037;
    96    0.850               1               0               0          0.0043;
    97    0.859               1               0               0          0.0043;
    98    0.868               1               0               0          0.0024;
    99    0.877               2               0               0          0.0024;
   100    0.885               2               0               0          0.0024;
   101    0.894               2               0               0          0.0049;
   102    0.903               2               0               0          0.0049;
   103    0.912               2               0               0          0.0049;
   104    0.921               2               0               0          0.0031;
   105    0.930               2               0               0          0.0037;
   106    0.939               2               0               0          0.0037;
   107    0.947               2               0               0          0.0055;
   108    0.956               2               0               0          0.0037;
   109    0.965               2               0               0          0.0061;
   110    0.974               2               0               0          0.0043;
   111    0.983               3               0               0          0.0043;
   112    0.992               3               0               0          0.0067;
   113    1.001               3               0               0          0.0067;
   114    1.009               3               1               0          0.0031;
   115    1.018               3               1               0          0.0037;
   116    1.027               3               1               0          0.0037;
   117    1.036               3               1               0          0.0037;
   118    1.045               3               1               0          0.0055;
   119    1.054               4               2               0          0.0037;
   120    1.063               4               2               0          0.0037;
   121    1.071               4               2               0          0.0043;
   122    1.080               4               2               0          0.0043;
   123    1.089               4               2               0          0.0061;
   124    1.098               4               2               0          0.0067;
   125    1.107               5               2               0          0.0067;
   126    1.116               5               2               0          0.0092;
   127    1.124               5               2               0          0.0092;
   128    1.133               5               2               0          0.0098;
   129    1.142               5               2               0          0.0079;
   130    1.151               6               2               0          0.0067;
   131    1.160               6               2               0          0.0110;
   132    1.169               6               2               0          0.0110;
   133    1.178               6               3               0          0.0116;
   134    1.186               7               3               0          0.0085;
   135    1.195               7               3               0          0.0061;
   136    1.204               7               4               0          0.0067;
   137    1.213               7               4               0          0.0067;
   138    1.222               8               4               0          0.0067;
   139    1.231               8               4               0          0.0110;
   140    1.240               8               4               0          0.0073;
   141    1.248               8               4               1          0.0098;
   142    1.257               9               5               1          0.0098;
   143    1.266               9               5               1          0.0104;
   144    1.275               9               5               1          0.0043;
   145    1.284              10               5               1          0.0104;
   146    1.293              10               6               1          0.0104;
   147    1.302              10               6               1          0.0110;
   148    1.310              11               6               1          0.0134;
   149    1.319              11               6               1          0.0116;
   150    1.328              11               6               1          0.0140;
   151    1.337              12               7               1          0.0122;
   152    1.346              12               7               1          0.0147;
   153    1.355              13               7               1          0.0067;
   154    1.364              13               7               1          0.0147;
   155    1.372              14               8               1          0.0153;
   156    1.381              14               8               2          0.0098;
   157    1.390              14               9               2          0.0153;
   158    1.399              15               9               2          0.0159;
   159    1.408              15               9               2          0.0122;
   160    1.417              16              10               2          0.0147;
   161    1.426              16              10               2          0.0165;
   162    1.434              17              10               2          0.0189;
   163    1.443              17              11               3          0.0159;
   164    1.452              18              11               3          0.0183;
   165    1.461              19              11               3          0.0147;
   166    1.470              19              12               3          0.0189;
   167    1.479              20              12               3          0.0134;
   168    1.488              20              13               3          0.0195;
   169    1.496              21              13               3          0.0177;
   170    1.505              22              14               3          0.0177;
   171    1.514              22              14               3          0.0183;
   172    1.523              23              14               4          0.0208;
   173    1.532              24              15               4          0.0214;
   174    1.541              24              15               4          0.0220;
   175    1.549              25              16               4          0.0226;
   176    1.558              26              16               4          0.0208;
   177    1.567              27              17               4          0.0232;
   178    1.576              27              17               4          0.0256;
   179    1.585              28              18               4          0.0244;
   180    1.594              29              18               4          0.0250;
   181    1.603              30              19               5          0.0275;
   182    1.611              31              19               5          0.0263;
   183    1.620              32              20               5          0.0293;
   184    1.629              32              21               5          0.0317;
   185    1.638              33              21               5          0.0305;
   186    1.647              34              22               5          0.0311;
   187    1.656              35              22               6          0.0324;
   188    1.665              36              23               6          0.0348;
   189    1.673              37              23               6          0.0360;
   190    1.682              38              24               6          0.0372;
   191    1.691              39              24               6          0.0427;
   192    1.700              40              25               6          0.0415;
   193    1.709              42              25               6          0.0409;
   194    1.718              43              26               7          0.0440;
   195    1.727              44              26               7          0.0433;
   196    1.735              45              26               7          0.0488;
   197    1.744              46              27               7          0.0507;
   198    1.753              47              27               7          0.0525;
   199    1.762              49              28               7          0.0562;
   200    1.771              50              28               7          0.0580;
   201    1.780              51              29               7          0.0617;
   202    1.789              53              29               7          0.0611;
   203    1.797              54              30               7          0.0629;
   204    1.806              55              30               8          0.0623;
   205    1.815              57              31               8          0.0641;
   206    1.824              58              32               8          0.0659;
   207    1.833              60              33               8          0.0635;
   208    1.842              61              34               8          0.0647;
   209    1.851              63              34               8          0.0696;
   210    1.859              65              35               9          0.0672;
   211    1.868              66              36               9          0.0684;
   212    1.877              68              38               9          0.0653;
   213    1.886              70              39              10          0.0684;
   214    1.895              71              40              10          0.0714;
   215    1.904              73              42              10          0.0702;
   216    1.913              75              43              11          0.0775;
   217    1.921              77              44              11          0.0745;
   218    1.930              79              46              12          0.0708;
   219    1.939              81              47              12          0.0739;
   220    1.948              82              49              12          0.0726;
   221    1.957              84              50              13          0.0775;
   222    1.966              86              52              13          0.0788;
   223    1.974              89              54              14          0.0739;
   224    1.983              91              55              14          0.0788;
   225    1.992              93              57              14          0.0794;
   226    2.001              95              59              15          0.0824;
   227    2.010              97              61              15          0.0818;
   228    2.019             100              63              16          0.0824;
   229    2.028             102              64              16          0.0855;
   230    2.036             104              66              17          0.0824;
   231    2.045             107              68              17          0.0897;
   232    2.054             109              70              18          0.0867;
   233    2.063             112              72              18          0.0897;
   234    2.072             114              75              19          0.0861;
   235    2.081             117              77              19          0.0897;
   236    2.090             120              79              20          0.0922;
   237    2.098             122              81              20          0.0916;
   238    2.107             125              84              21          0.0946;
   239    2.116             128              86              22          0.0934;
   240    2.125             131              89              22          0.0983;
   241    2.134             134              91              23          0.0971;
   242    2.143             137              94              24          0.0940;
   243    2.152             140              96              24          0.0989;
   244    2.160             143              99              25          0.0977;
   245    2.169             146             102              26          0.0946;
   246    2.178             149             105              27          0.0989;
   247    2.187             152             108              27          0.1020;
   248    2.196             156             111              28          0.0965;
   249    2.205             159             114              29          0.0995;
   250    2.214             162             117              30          0.1044;
   251    2.222             166             120              30          0.1032;
   252    2.231             169             123              31          0.1038;
   253    2.240             173             127              32          0.1007;
   254    2.249             177             130              33          0.1056;
   255    2.258             180             133              34          0.1087;
   256    2.267             184             137              35          0.1093;
   257    2.276             188             140              35          0.1105;
   258    2.284             192             143              36          0.1093;
   259    2.293             196             147              37          0.1081;
   260    2.302             200             151              38          0.1074;
   261    2.311             204             154              39          0.1123;
   262    2.320             208             158              40          0.1154;
   263    2.329             212             162              41          0.1142;
   264    2.338             216             165              42          0.1172;
   265    2.346             221             169              43          0.1160;
   266    2.355             225             173              44          0.1190;
   267    2.364             229             177              45          0.1197;
   268    2.373             233             181              46          0.1227;
   269    2.382             238             185              47          0.1239;
   270    2.391             242             189              48          0.1264;
   271    2.399             247             193              49          0.1215;
   272    2.408             251             197              50          0.1221;
   273    2.417             256             202              51          0.1227;
   274    2.426             260             206              52          0.1221;
   275    2.435             265             210              53          0.1221;
   276    2.444             270             215              54          0.1209;
   277    2.453             274             219              56          0.1178;
   278    2.461             279             224              57          0.1203;
   279    2.470             283             228              58          0.1252;
   280    2.479             288             233              59          0.1233;
   281    2.488             293             237              60          0.1300;
   282    2.497             298             242              61          0.1282;
   283    2.506             302             246              62          0.1270;
   284    2.515             307             251              64          0.1233;
   285    2.523             312             255              65          0.1221;
   286    2.532             317             260              66          0.1264;
   287    2.541             321             265              67          0.1252;
   288    2.550             326             269              68          0.1331;
   289    2.559             331             274              69          0.1276;
   290    2.568             336             279              71          0.1282;
   291    2.577             340             283              72          0.1227;
   292    2.585             345             288              73          0.1270;
   293    2.594             350             292              74          0.1294;
   294    2.603             354             297              75          0.1294;
   295    2.612             359             302              76          0.1294;
   296    2.621             364             307              78          0.1276;
   297    2.630             368             311              79          0.1239;
   298    2.639             373             316              80          0.1282;
   299    2.647             378             320              81          0.1245;
   300    2.656             382             325              82          0.1325;
   301    2.665             387             330              84          0.1306;
   302    2.674             391             334              85          0.1306;
   303    2.683             396             338              86          0.1313;
   304    2.692             400             343              87          0.1276;
   305    2.701             404             347              88          0.1258;
   306    2.709             409             351              89          0.1258;
   307    2.718             413             356              90          0.1300;
   308    2.727             417             360              91          0.1282;
   309    2.736             421             364              92          0.1300;
   310    2.745             425             368              93          0.1282;
   311    2.754             429             372              94          0.1306;
   312    2.763             433             376              95          0.1270;
   313    2.771             437             380              96          0.1313;
   314    2.780             441             384              97          0.1294;
   315    2.789             445             387              98          0.1294;
   316    2.798             448             391              99          0.1258;
   317    2.807             452             394             100          0.1300;
   318    2.816             455             398             101          0.1300;
   319    2.824             458             401             102          0.1325;
   320    2.833             462             404             103          0.1386;
   321    2.842             465             408             103          0.1325;
   322    2.851             468             411             104          0.1288;
   323    2.860             471             414             105          0.1313;
   324    2.869             474             417             106          0.1355;
   325    2.878             476             419             106          0.1355;
   326    2.886             479             422             107          0.1294;
   327    2.895             481             424             108          0.1355;
   328    2.904             484             427             108          0.1313;
   329    2.913             486             429             109          0.1337;
   330    2.922             488             431             109          0.1313;
   331    2.931             490             433             110          0.1294;
   332    2.940             492             435             111          0.1331;
   333    2.948             493             437             111          0.1294;
   334    2.957             495             439             111          0.1294;
   335    2.966             496             440             112          0.1349;
   336    2.975             497             442             112          0.1264;
   337    2.984             498             443             112          0.1325;
   338    2.993             499             444             113          0.1319;
   339    3.002             499             445             113          0.1239;
   340    3.010             500             445             113          0.1294;
   341    3.019             500             446             113          0.1203;
   342    3.028             500             446             113          0.1239;
   343    3.037             500             447             114          0.1190;
   344    3.046             499             447             114          0.1221;
   345    3.055             499             447             114          0.1172;
   346    3.064             498             447             114          0.1123;
   347    3.072             497             447             114          0.1062;
   348    3.081             496             447             114          0.1026;
   349    3.090             494             446             114          0.1453;
   350    3.099             492             446             114          0.0916;
   351    3.108             490             444             114          0.0958;
   352    3.117             488             443             114          0.0958;
   353    3.126             486             442             114          0.0873;
   354    3.134             483             441             114          0.0928;
   355    3.143             480             439             114          0.0842;
   356    3.152             476             437             113          0.0818;
   357    3.161             473             435             113          0.0745;
   358    3.170             469             433             112          0.0794;
   359    3.179             465             430             111          0.0665;
   360    3.188             460             428             110          0.0653;
   361    3.196             456             425             109          0.0678;
   362    3.205             450             421             109          0.0586;
   363    3.214             445             418             108          0.0476;
   364    3.223             439             414             107          0.0458;
   365    3.232             433             410             106          0.0403;
   366    3.241             427             405             105          0.0385;
   367    3.249             420             401             103          0.0305;
   368    3.258             413             396             102          0.0281;
   369    3.267             406             391             101          0.0214;
   370    3.276             398             386             100          0.0122;
   371    3.285             390             381              98          0.0031;
   372    3.294             381             375              97         -0.0006;
   373    3.303             373             370              96         -0.0104;
   374    3.311             364             363              94         -0.0116;
   375    3.320             354             357              92         -0.0171;
   376    3.329             345             350              90         -0.0208;
   377    3.338             335             343              89         -0.0281;
   378    3.347             325             335              87         -0.0330;
   379    3.356             314             327              85         -0.0360;
   380    3.365             304             319              82         -0.0385;
   381    3.373             293             310              80         -0.0391;
   382    3.382             281             301              78         -0.0415;
   383    3.391             270             291              76         -0.0415;
   384    3.400             258             282              73         -0.0458;
   385    3.409             246             272              71         -0.0495;
   386    3.418             234             261              68         -0.0507;
   387    3.427             222             250              65         -0.0482;
   388    3.435             209             239              62         -0.0574;
   389    3.444             197             228              60         -0.0543;
   390    3.453             184             216              57         -0.0586;
   391    3.462             171             204              53         -0.0574;
   392    3.471             157             192              50         -0.0562;
   393    3.480             144             180              47         -0.0623;
   394    3.489             130             168              44         -0.0665;
   395    3.497             117             155              41         -0.0690;
   396    3.506             103             142              38         -0.0696;
   397    3.515              89             130              34         -0.0653;
   398    3.524              75             117              31         -0.0696;
   399    3.533              61             104              28         -0.0720;
   400    3.542              47              91              25         -0.0781;
   401    3.551              32              77              21         -0.0788;
   402    3.559              18              64              18         -0.0788;
   403    3.568               4              51              15         -0.0873;
   404    3.577             -11              38              11         -0.0879;
   405    3.586             -25              25               8         -0.0867;
   406    3.595             -40              11               5         -0.0971;
   407    3.604             -54              -2               1         -0.1001;
   408    3.613             -69             -15              -2         -0.0946;
   409    3.621             -83             -28              -6         -0.1032;
   410    3.630             -98             -41              -9         -0.1062;
   411    3.639            -112             -54             -12         -0.1068;
   412    3.648            -126             -68             -15         -0.1093;
   413    3.657            -141             -81             -19         -0.1142;
   414    3.666            -155             -94             -22         -0.1166;
   415    3.674            -169            -107             -25         -0.1129;
   416    3.683            -183            -119             -29         -0.1136;
   417    3.692            -197            -132             -32         -0.1197;
   418    3.701            -211            -145             -35         -0.1239;
   419    3.710            -224            -158             -38         -0.1264;
   420    3.719            -238            -170             -41         -0.1209;
   421    3.728            -251            -183             -45         -0.1209;
   422    3.736            -264            -195             -48         -0.1288;
   423    3.745            -277            -207             -51         -0.1245;
   424    3.754            -290            -219             -54         -0.1282;
   425    3.763            -303            -231             -57         -0.1239;
   426    3.772            -315            -243             -60         -0.1300;
   427    3.781            -327            -254             -63         -0.1270;
   428    3.790            -339            -265             -65         -0.1349;
   429    3.798            -350            -276             -68         -0.1343;
   430    3.807            -361            -287             -71         -0.1294;
   431    3.816            -372            -297             -74         -0.1325;
   432    3.825            -383            -307             -76         -0.1374;
   433    3.834            -393            -317             -79         -0.1306;
   434    3.843            -403            -327             -81         -0.1337;
   435    3.852            -412            -336             -83         -0.1343;
   436    3.860            -421            -345             -86         -0.1349;
   437    3.869            -430            -353             -88         -0.1355;
   438    3.878            -438            -362             -90         -0.1319;
   439    3.887            -446            -369             -92         -0.1343;
   440    3.896            -454            -377             -94         -0.1325;
   441    3.905            -460            -384             -95         -0.1349;
   442    3.914            -467            -391             -97         -0.1288;
   443    3.922            -473            -397             -99         -0.1264;
   444    3.931            -478            -402            -100         -0.1245;
   445    3.940            -483            -408            -102         -0.1276;
   446    3.949            -487            -412            -103         -0.1233;
   447    3.958            -491            -417            -104         -0.1184;
   448    3.967            -494            -420            -105         -0.1178;
   449    3.976            -496            -423            -106         -0.1184;
   450    3.984            -498            -426            -106         -0.1197;
   451    3.993            -499            -428            -107         -0.1142;
   452    4.002            -500            -429            -107         -0.1068;
   453    4.011            -500            -430            -107         -0.1020;
   454    4.020            -499            -430            -108         -0.1081;
   455    4.029            -497            -430            -108         -0.0940;
   456    4.038            -495            -430            -108         -0.0806;
   457    4.046            -492            -428            -108         -0.1111;
   458    4.055            -488            -425            -108         -0.0952;
   459    4.064            -483            -422            -106         -0.0910;
   460    4.073            -478            -418            -106         -0.0849;
   461    4.082            -472            -414            -105         -0.0781;
   462    4.091            -465            -409            -103         -0.0745;
   463    4.099            -457            -403            -102         -0.0653;
   464    4.108            -449            -397            -100         -0.0641;
   465    4.117            -440            -390             -99         -0.0598;
   466    4.126            -431            -382             -97         -0.0580;
   467    4.135            -421            -374             -95         -0.0507;
   468    4.144            -410            -366             -92         -0.0446;
   469    4.153            -399            -357             -90         -0.0446;
   470    4.161            -387            -347             -88         -0.0366;
   471    4.170            -375            -336             -85         -0.0348;
   472    4.179            -362            -326             -82         -0.0275;
   473    4.188            -349            -314             -80         -0.0293;
   474    4.197            -335            -302             -76         -0.0256;
   475    4.206            -320            -290             -73         -0.0201;
   476    4.215            -306            -277             -70         -0.0165;
   477    4.223            -290            -263             -67         -0.0110;
   478    4.232            -275            -250             -63         -0.0134;
   479    4.241            -259            -236             -60         -0.0079;
   480    4.250            -242            -221             -56         -0.0067;
   481    4.259            -226            -206             -52         -0.0031;
   482    4.268            -209            -191             -48          0.0024;
   483    4.277            -191            -175             -44          0.0037;
   484    4.285            -174            -159             -40          0.0073;
   485    4.294            -156            -143             -36          0.0110;
   486    4.303            -138            -127             -32          0.0159;
   487    4.312            -119            -110             -28          0.0177;
   488    4.321            -101             -94             -24          0.0208;
   489    4.330             -82             -77             -20          0.0263;
   490    4.339             -63             -60             -15          0.0324;
   491    4.347             -44             -43             -11          0.0342;
   492    4.356             -25             -26              -7          0.0379;
   493    4.365              -6              -9              -2          0.0495;
   494    4.374              13               8               2          0.0501;
   495    4.383              32              25               6          0.0568;
   496    4.392              51              42              11          0.0653;
   497    4.401              70              58              15          0.0702;
   498    4.409              89              74              19          0.0775;
   499    4.418             108              91              23          0.0824;
   500    4.427             127             107              27          0.0879;
   501    4.436             146             123              31          0.0934;
   502    4.445             165             139              35          0.0965;
   503    4.454             183             155              39          0.1013;
   504    4.463             201             171              43          0.1038;
   505    4.471             219             187              47          0.1044;
   506    4.480             237             203              51          0.1087;
   507    4.489             254             218              55          0.1062;
   508    4.498             271             234              59          0.1074;
   509    4.507             288             249              63          0.1068;
   510    4.516             304             264              67          0.1050;
   511    4.524             320             279              71          0.1032;
   512    4.533             335             294              75          0.1007;
   513    4.542             350             308              78          0.1001;
   514    4.551             365             322              82          0.0946;
   515    4.560             378             336              85          0.0952;
   516    4.569             392             350              89          0.0873;
   517    4.578             404             363              92          0.0891;
   518    4.586             416             375              95          0.0910;
   519    4.595             428             387              98          0.0879;
   520    4.604             438             398             101          0.0830;
   521    4.613             448             409             104          0.0781;
   522    4.622             458             419             106          0.0788;
   523    4.631             466             428             109          0.0714;
   524    4.640             473             436             111          0.0720;
   525    4.648             480             444             113          0.0684;
   526    4.657             486             450             114          0.0665;
   527    4.666             491             456             116          0.0611;
   528    4.675             495             461             117          0.0672;
   529    4.684             497             465             118          0.0611;
   530    4.693             499             468             119          0.0629;
   531    4.702             500             470             120          0.0482;
   532    4.710             500             471             120          0.0476;
   533    4.719             498             472             120          0.0269;
   534    4.728             495             472             120          0.0201;
   535    4.737             492             470             120          0.0470;
   536    4.746             487             467             120          0.0140;
   537    4.755             481             464             120          0.0134;
   538    4.764             474             459             119          0.0104;
   539    4.772             466             454             117         -0.0043;
   540    4.781             457             448             115         -0.0201;
   541    4.790             447             441             114         -0.0134;
   542    4.799             437             434             112         -0.0232;
   543    4.808             425             425             110         -0.0330;
   544    4.817             413             416             107         -0.0354;
   545    4.826             400             406             105         -0.0427;
   546    4.834             386             395             102         -0.0488;
   547    4.843             371             383              99         -0.0543;
