 Sample   Time     Commanded Pos   Encoder 1 Pos   Encoder 2 Pos   Control Effort
   218    1.930               6              51              12          0.0592;
   219    1.939               6              53              13          0.0598;
   220    1.948               6              55              14          0.0611;
   221    1.957               6              58              14          0.0617;
   222    1.966               6              61              15          0.0629;
   223    1.974               7              64              16          0.0635;
   224    1.983               7              67              17          0.0641;
   225    1.992               7              71              18          0.0653;
   226    2.001               7              74              18          0.0659;
   227    2.010               7              78              19          0.0672;
   228    2.019               7              82              20          0.0678;
   229    2.028               7              86              22          0.0690;
   230    2.036               7              91              23          0.0696;
   231    2.045               7              95              24          0.0708;
   232    2.054               7             100              25          0.0714;
   233    2.063               7             105              26          0.0726;
   234    2.072               8             110              27          0.0733;
   235    2.081               8             115              29          0.0745;
   236    2.090               8             120              30          0.0751;
   237    2.098               8             126              31          0.0763;
   238    2.107               8             132              33          0.0775;
   239    2.116               8             138              34          0.0781;
   240    2.125               8             144              36          0.0794;
   241    2.134               8             150              38          0.0800;
   242    2.143               8             156              39          0.0812;
   243    2.152               8             163              41          0.0824;
   244    2.160               9             169              42          0.0830;
   245    2.169               9             176              44          0.0842;
   246    2.178               9             183              46          0.0855;
   247    2.187               9             190              47          0.0861;
   248    2.196               9             197              50          0.0873;
   249    2.205               9             205              51          0.0885;
   250    2.214               9             212              53          0.0897;
   251    2.222               9             220              55          0.0904;
   252    2.231               9             228              57          0.0916;
   253    2.240              10             236              59          0.0928;
   254    2.249              10             244              61          0.0940;
   255    2.258              10             252              63          0.0952;
   256    2.267              10             260              65          0.0965;
   257    2.276              10             269              67          0.0971;
   258    2.284              10             278              70          0.0983;
   259    2.293              10             287              71          0.0995;
   260    2.302              10             296              74          0.1007;
   261    2.311              10             305              76          0.1020;
   262    2.320              11             314              79          0.1032;
   263    2.329              11             324              81          0.1044;
   264    2.338              11             334              83          0.1056;
   265    2.346              11             343              86          0.1068;
   266    2.355              11             354              88          0.1081;
   267    2.364              11             364              91          0.1093;
   268    2.373              11             375              94          0.1105;
   269    2.382              11             385              96          0.1117;
   270    2.391              12             396              99          0.1129;
   271    2.399              12             408             102          0.1142;
   272    2.408              12             419             105          0.1154;
   273    2.417              12             431             108          0.1166;
   274    2.426              12             443             111          0.1178;
   275    2.435              12             455             114          0.1190;
   276    2.444              12             468             117          0.1209;
   277    2.453              13             480             120          0.1221;
   278    2.461              13             494             123          0.1233;
   279    2.470              13             507             127          0.1245;
   280    2.479              13             520             130          0.1258;
   281    2.488              13             534             134          0.1276;
   282    2.497              13             548             138          0.1288;
   283    2.506              13             563             141          0.1300;
   284    2.515              14             577             145          0.1313;
   285    2.523              14             592             148          0.1331;
   286    2.532              14             607             152          0.1343;
   287    2.541              14             622             156          0.1355;
   288    2.550              14             637             160          0.1368;
   289    2.559              14             653             164          0.1386;
   290    2.568              14             669             168          0.1398;
   291    2.577              15             685             172          0.1416;
   292    2.585              15             701             176          0.1429;
   293    2.594              15             718             180          0.1441;
   294    2.603              15             734             184          0.1459;
   295    2.612              15             751             189          0.1471;
   296    2.621              15             769             193          0.1490;
   297    2.630              15             786             198          0.1502;
   298    2.639              16             804             202          0.1520;
   299    2.647              16             822             207          0.1532;
   300    2.656              16             840             211          0.1551;
   301    2.665              16             859             216          0.1563;
   302    2.674              16             877             221          0.1581;
   303    2.683              16             896             226          0.1593;
   304    2.692              17             915             230          0.1612;
   305    2.701              17             934             235          0.1624;
   306    2.709              17             953             240          0.1642;
   307    2.718              17             973             245          0.1654;
   308    2.727              17             992             250          0.1673;
   309    2.736              17            1012             255          0.1685;
   310    2.745              18            1032             260          0.1703;
   311    2.754              18            1053             265          0.1722;
   312    2.763              18            1074             270          0.1734;
   313    2.771              18            1095             276          0.1752;
   314    2.780              18            1117             281          0.1770;
   315    2.789              18            1139             287          0.1783;
   316    2.798              18            1161             292          0.1801;
   317    2.807              19            1184             298          0.1819;
   318    2.816              19            1208             304          0.1832;
   319    2.824              19            1232             310          0.1850;
   320    2.833              19            1257             317          0.1868;
   321    2.842              19            1283             323          0.1880;
   322    2.851              19            1309             330          0.1899;
   323    2.860              20            1336             336          0.1917;
   324    2.869              20            1363             343          0.1929;
   325    2.878              20            1391             350          0.1947;
   326    2.886              20            1420             357          0.1966;
   327    2.895              20            1449             365          0.1978;
   328    2.904              21            1479             372          0.1996;
   329    2.913              21            1510             380          0.2015;
   330    2.922              21            1542             388          0.2033;
   331    2.931              21            1575             396          0.2045;
   332    2.940              21            1608             404          0.2063;
   333    2.948              21            1642             412          0.2082;
   334    2.957              22            1677             421          0.2100;
   335    2.966              22            1712             430          0.2112;
   336    2.975              22            1748             438          0.2131;
   337    2.984              22            1785             447          0.2149;
   338    2.993              22            1823             457          0.2167;
   339    3.002              22            1861             466          0.2179;
   340    3.010              23            1900             476          0.2198;
   341    3.019              23            1940             486          0.2216;
   342    3.028              23            1980             496          0.2234;
   343    3.037              23            2021             507          0.2247;
   344    3.046              23            2062             517          0.2265;
   345    3.055              23            2105             528          0.2283;
   346    3.064              24            2147             539          0.2302;
   347    3.072              24            2190             550          0.2320;
   348    3.081              24            2233             560          0.2332;
   349    3.090              24            2276             571          0.2350;
   350    3.099              24            2320             582          0.2369;
   351    3.108              24            2363             594          0.2387;
   352    3.117              25            2408             605          0.2399;
   353    3.126              25            2452             616          0.2418;
   354    3.134              25            2497             627          0.2436;
   355    3.143              25            2543             639          0.2454;
   356    3.152              25            2589             650          0.2466;
   357    3.161              26            2635             662          0.2485;
   358    3.170              26            2682             674          0.2503;
   359    3.179              26            2730             686          0.2521;
   360    3.188              26            2778             698          0.2534;
   361    3.196              26            2827             710          0.2552;
   362    3.205              26            2876             722          0.2570;
   363    3.214              27            2926             734          0.2589;
   364    3.223              27            2976             746          0.2601;
   365    3.232              27            3027             759          0.2619;
   366    3.241              27            3078             771          0.2637;
   367    3.249              27            3130             784          0.2656;
   368    3.258              27            3182             797          0.2668;
   369    3.267              28            3233             810          0.2686;
   370    3.276              28            3286             823          0.2705;
   371    3.285              28            3338             836          0.2717;
   372    3.294              28            3391             850          0.2735;
   373    3.303              28            3444             863          0.2753;
   374    3.311              28            3497             876          0.2766;
   375    3.320              29            3550             890          0.2784;
   376    3.329              29            3603             903          0.2802;
   377    3.338              29            3656             916          0.2814;
   378    3.347              29            3709             930          0.2833;
   379    3.356              29            3762             943          0.2851;
   380    3.365              29            3816             957          0.2863;
   381    3.373              30            3870             971          0.2882;
   382    3.382              30            3925             984          0.2900;
   383    3.391              30            3980             998          0.2912;
   384    3.400              30            4035            1012          0.2930;
   385    3.409              30            4091            1026          0.2943;
   386    3.418              30            4148            1040          0.2961;
   387    3.427              31            4206            1054          0.2979;
   388    3.435              31            4264            1068          0.2991;
   389    3.444              31            4322            1082          0.3010;
   390    3.453              31            4382            1097          0.3022;
   391    3.462              31            4442            1111          0.3040;
   392    3.471              31            4502            1126          0.3053;
   393    3.480              31            4562            1142          0.3071;
   394    3.489              32            4623            1157          0.3083;
   395    3.497              32            4685            1172          0.3101;
   396    3.506              32            4746            1188          0.3114;
   397    3.515              32            4808            1203          0.3132;
   398    3.524              32            4870            1219          0.3144;
   399    3.533              32            4932            1235          0.3162;
   400    3.542              33            4994            1251          0.3175;
   401    3.551              33            5057            1267          0.3193;
   402    3.559              33            5121            1283          0.3205;
   403    3.568              33            5185            1299          0.3217;
   404    3.577              33            5251            1315          0.3236;
   405    3.586              33            5318            1332          0.3248;
   406    3.595              33            5385            1349          0.3260;
   407    3.604              34            5454            1367          0.3278;
   408    3.613              34            5524            1384          0.3291;
   409    3.621              34            5596            1402          0.3303;
   410    3.630              34            5669            1419          0.3321;
   411    3.639              34            5743            1438          0.3333;
   412    3.648              34            5818            1456          0.3346;
   413    3.657              34            5893            1475          0.3358;
   414    3.666              35            5970            1494          0.3376;
   415    3.674              35            6047            1513          0.3388;
   416    3.683              35            6125            1533          0.3400;
   417    3.692              35            6203            1553          0.3413;
   418    3.701              35            6282            1573          0.3425;
   419    3.710              35            6362            1593          0.3437;
   420    3.719              35            6442            1614          0.3455;
   421    3.728              36            6524            1635          0.3468;
   422    3.736              36            6607            1655          0.3480;
   423    3.745              36            6692            1677          0.3492;
   424    3.754              36            6779            1698          0.3504;
   425    3.763              36            6868            1719          0.3516;
   426    3.772              36            6957            1741          0.3529;
   427    3.781              36            7048            1764          0.3541;
   428    3.790              36            7141            1786          0.3553;
   429    3.798              37            7234            1810          0.3565;
   430    3.807              37            7328            1834          0.3578;
   431    3.816              37            7423            1858          0.3590;
   432    3.825              37            7519            1882          0.3596;
   433    3.834              37            7616            1907          0.3608;
   434    3.843              37            7715            1932          0.3620;
   435    3.852              37            7816            1956          0.3632;
   436    3.860              37            7919            1982          0.3645;
   437    3.869              37            8021            2008          0.3651;
   438    3.878              38            8126            2034          0.3663;
   439    3.887              38            8234            2061          0.3675;
   440    3.896              38            8345            2088          0.3687;
   441    3.905              38            8457            2115          0.3694;
   442    3.914              38            8571            2143          0.3706;
   443    3.922              38            8687            2171          0.3718;
   444    3.931              38            8803            2201          0.3724;
   445    3.940              38            8919            2231          0.3736;
   446    3.949              38            9038            2261          0.3742;
   447    3.958              38            9159            2291          0.3755;
   448    3.967              39            9282            2323          0.3761;
   449    3.976              39            9407            2354          0.3773;
   450    3.984              39            9535            2386          0.3779;
   451    3.993              39            9665            2418          0.3791;
   452    4.002              39            9798            2450          0.3797;
   453    4.011              39            9933            2483          0.3810;
   454    4.020              39           10068            2516          0.3816;
   455    4.029              39           10202            2551          0.3822;
   456    4.038              39           10338            2586          0.3834;
   457    4.046              39           10477            2621          0.3840;
   458    4.055              39           10618            2656          0.3846;
   459    4.064              40           10760            2692          0.3852;
   460    4.073              40           10904            2728          0.3864;
   461    4.082              40           11051            2765          0.3871;
   462    4.091              40           11201            2801          0.3877;
   463    4.099              40           11353            2837          0.3883;
   464    4.108              40           11503            2874          0.3889;
   465    4.117              40           11652            2913          0.3895;
   466    4.126              40           11804            2952          0.3901;
   467    4.135              40           11958            2991          0.3907;
   468    4.144              40           12115            3030          0.3913;
   469    4.153              40           12275            3069          0.3919;
   470    4.161              40           12438            3108          0.3926;
   471    4.170              40           12602            3147          0.3932;
   472    4.179              40           12766            3188          0.3938;
   473    4.188              40           12930            3230          0.3938;
   474    4.197              40           13095            3273          0.3944;
   475    4.206              40           13262            3315          0.3950;
   476    4.215              41           13433            3359          0.3956;
   477    4.223              41           13607            3402          0.3956;
   478    4.232              41           13784            3445          0.3962;
   479    4.241              41           13965            3488          0.3968;
   480    4.250              41           14146            3533          0.3968;
   481    4.259              41           14325            3579          0.3974;
   482    4.268              41           14505            3626          0.3974;
   483    4.277              41           14688            3674          0.3980;
   484    4.285              41           14875            3721          0.3980;
   485    4.294              41           15065            3767          0.3987;
   486    4.303              41           15259            3815          0.3987;
   487    4.312              41           15454            3862          0.3987;
   488    4.321              41           15649            3911          0.3993;
   489    4.330              41           15845            3960          0.3993;
   490    4.339              41           16041            4011          0.3993;
   491    4.347              41           16240            4061          0.3993;
   492    4.356              41           16443            4112          0.3993;
   493    4.365              41           16650            4162          0.3999;
   494    4.374              41           16860            4213          0.3999;
   495    4.383              41           17070            4264          0.3999;
   496    4.392              41           17280            4317          0.3999;
   497    4.401              41           17492            4371          0.3999;
   498    4.409              41           17706            4425          0.3999;
   499    4.418              41           17923            4479          0.3999;
   500    4.427              41           18144            4534          0.3999;
   501    4.436              41           18366            4588          0.3993;
   502    4.445              41           18589            4644          0.3993;
   503    4.454              41           18811            4701          0.3993;
   504    4.463              41           19036            4759          0.3993;
   505    4.471              41           19265            4816          0.3987;
   506    4.480              41           19497            4872          0.3987;
   507    4.489              41           19730            4930          0.3987;
   508    4.498              41           19962            4988          0.3980;
   509    4.507              41           20194            5047          0.3980;
   510    4.516              41           20430            5106          0.3974;
   511    4.524              41           20668            5165          0.3974;
   512    4.533              41           20909            5223          0.3968;
   513    4.542              41           21150            5283          0.3962;
   514    4.551              41           21388            5345          0.3962;
   515    4.560              41           21629            5407          0.3956;
   516    4.569              40           21874            5468          0.3950;
   517    4.578              40           22124            5529          0.3944;
   518    4.586              40           22374            5590          0.3944;
   519    4.595              40           22623            5653          0.3938;
   520    4.604              40           22871            5717          0.3932;
   521    4.613              40           23124            5781          0.3926;
   522    4.622              40           23381            5844          0.3919;
   523    4.631              40           23641            5907          0.3913;
   524    4.640              40           23898            5971          0.3907;
   525    4.648              40           24156            6038          0.3895;
   526    4.657              40           24417            6103          0.3889;
   527    4.666              40           24684            6169          0.3883;
   528    4.675              40           24952            6234          0.3877;
   529    4.684              40           25219            6301          0.3864;
   530    4.693              40           25485            6370          0.3858;
   531    4.702              39           25754            6438          0.3852;
   532    4.710              39           26029            6505          0.3840;
   533    4.719              39           26305            6572          0.3834;
   534    4.728              39           26578            6641          0.3822;
   535    4.737              39           26850            6711          0.3810;
   536    4.746              39           27125            6780          0.3803;
   537    4.755              39           27404            6848          0.3791;
   538    4.764              39           27686            6916          0.3779;
   539    4.772              39           27962            6985          0.3773;
   540    4.781              38           28236            7056          0.3761;
   541    4.790              38           28514            7126          0.3748;
   542    4.799              38           28795            7194          0.3736;
   543    4.808              38           29076            7263          0.3724;
   544    4.817              38           29353            7333          0.3712;
   545    4.826              38           29631            7404          0.3700;
   546    4.834              38           29912            7474          0.3687;
   547    4.843              38           30196            7543          0.3669;
